wordform,fst_analyses
miinimaasiwaawinden,"['miizh+VTA+Cnj+Neg+Dub+XSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Dub+XSubj+3SgObvObj']"
mikawimaasiwaawinden,"['mikaw+VTA+Cnj+Neg+Dub+XSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Dub+XSubj+3SgObvObj']"
mizhomaasiwaawinden,"['mizhwi+VTA+Cnj+Neg+Dub+XSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Dub+XSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Dub+XSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Dub+XSubj+3SgObvObj']"
waabamimaasiwaawinden,"['waabam+VTA+Cnj+Neg+Dub+XSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Dub+XSubj+3SgObvObj']"
mizhwaasiwaawinden,"['mizhwi+VTA+Cnj+Neg+Dub+XSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Dub+XSubj+3SgProxObj']"
mizhwaawinden,"['mizhwi+VTA+Cnj+Pos+Dub+XSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Dub+XSubj+3SgProxObj']"
mizhogoosiiwaangen,"['mizhwi+VTA+Cnj+Neg+Dub+XSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Dub+XSubj+ExclObj']"
mizhogoowaangen,"['mizhwi+VTA+Cnj+Pos+Dub+XSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Dub+XSubj+ExclObj']"
mizhogoosiiwangen,"['mizhwi+VTA+Cnj+Neg+Dub+XSubj+InclObj', 'mizho+VTA+Cnj+Neg+Dub+XSubj+InclObj']"
mizhogoowangen,"['mizhwi+VTA+Cnj+Pos+Dub+XSubj+InclObj', 'mizho+VTA+Cnj+Pos+Dub+XSubj+InclObj']"
mawadisigosiwaan,"['mawadish+VTA+Cnj+Neg+Neu+0PlSubj+1SgObj', 'mawadish+VTA+Cnj+Neg+Neu+0SgSubj+1SgObj']"
miinigosiwaan,"['miizh+VTA+Cnj+Neg+Neu+0PlSubj+1SgObj', 'miizh+VTA+Cnj+Neg+Neu+0SgSubj+1SgObj']"
mikaagosiwaan,"['mikaw+VTA+Cnj+Neg+Neu+0PlSubj+1SgObj', 'mikaw+VTA+Cnj+Neg+Neu+0SgSubj+1SgObj']"
mizhogosiwaan,"['mizhwi+VTA+Cnj+Neg+Neu+0PlSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Neu+0PlSubj+1SgObj', 'mizhwi+VTA+Cnj+Neg+Neu+0SgSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Neu+0SgSubj+1SgObj']"
waabamigosiwaan,"['waabam+VTA+Cnj+Neg+Neu+0PlSubj+1SgObj', 'waabam+VTA+Cnj+Neg+Neu+0SgSubj+1SgObj']"
mawadisigoyaan,"['mawadish+VTA+Cnj+Pos+Neu+0PlSubj+1SgObj', 'mawadish+VTA+Cnj+Pos+Neu+0SgSubj+1SgObj']"
miinigoyaan,"['miizh+VTA+Cnj+Pos+Neu+0PlSubj+1SgObj', 'miizh+VTA+Cnj+Pos+Neu+0SgSubj+1SgObj']"
mikaagoyaan,"['mikaw+VTA+Cnj+Pos+Neu+0PlSubj+1SgObj', 'mikaw+VTA+Cnj+Pos+Neu+0SgSubj+1SgObj']"
mizhogoyaan,"['mizhwi+VTA+Cnj+Pos+Neu+0PlSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Neu+0PlSubj+1SgObj', 'mizhwi+VTA+Cnj+Pos+Neu+0SgSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Neu+0SgSubj+1SgObj']"
waabamigoyaan,"['waabam+VTA+Cnj+Pos+Neu+0PlSubj+1SgObj', 'waabam+VTA+Cnj+Pos+Neu+0SgSubj+1SgObj']"
mawadisigosiweg,"['mawadish+VTA+Cnj+Neg+Neu+0PlSubj+2PlObj', 'mawadish+VTA+Cnj+Neg+Neu+0SgSubj+2PlObj']"
miinigosiweg,"['miizh+VTA+Cnj+Neg+Neu+0PlSubj+2PlObj', 'miizh+VTA+Cnj+Neg+Neu+0SgSubj+2PlObj']"
mikaagosiweg,"['mikaw+VTA+Cnj+Neg+Neu+0PlSubj+2PlObj', 'mikaw+VTA+Cnj+Neg+Neu+0SgSubj+2PlObj']"
mizhogosiweg,"['mizhwi+VTA+Cnj+Neg+Neu+0PlSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Neu+0PlSubj+2PlObj', 'mizhwi+VTA+Cnj+Neg+Neu+0SgSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Neu+0SgSubj+2PlObj']"
waabamigosiweg,"['waabam+VTA+Cnj+Neg+Neu+0PlSubj+2PlObj', 'waabam+VTA+Cnj+Neg+Neu+0SgSubj+2PlObj']"
mawadisigoyeg,"['mawadish+VTA+Cnj+Pos+Neu+0PlSubj+2PlObj', 'mawadish+VTA+Cnj+Pos+Neu+0SgSubj+2PlObj']"
miinigoyeg,"['miizh+VTA+Cnj+Pos+Neu+0PlSubj+2PlObj', 'miizh+VTA+Cnj+Pos+Neu+0SgSubj+2PlObj']"
mikaagoyeg,"['mikaw+VTA+Cnj+Pos+Neu+0PlSubj+2PlObj', 'mikaw+VTA+Cnj+Pos+Neu+0SgSubj+2PlObj']"
mizhogoyeg,"['mizhwi+VTA+Cnj+Pos+Neu+0PlSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Neu+0PlSubj+2PlObj', 'mizhwi+VTA+Cnj+Pos+Neu+0SgSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Neu+0SgSubj+2PlObj']"
waabamigoyeg,"['waabam+VTA+Cnj+Pos+Neu+0PlSubj+2PlObj', 'waabam+VTA+Cnj+Pos+Neu+0SgSubj+2PlObj']"
mawadisigosiwan,"['mawadish+VTA+Cnj+Neg+Neu+0PlSubj+2SgObj', 'mawadish+VTA+Cnj+Neg+Neu+0SgSubj+2SgObj']"
miinigosiwan,"['miizh+VTA+Cnj+Neg+Neu+0PlSubj+2SgObj', 'miizh+VTA+Cnj+Neg+Neu+0SgSubj+2SgObj']"
mikaagosiwan,"['mikaw+VTA+Cnj+Neg+Neu+0PlSubj+2SgObj', 'mikaw+VTA+Cnj+Neg+Neu+0SgSubj+2SgObj']"
mizhogosiwan,"['mizhwi+VTA+Cnj+Neg+Neu+0PlSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Neu+0PlSubj+2SgObj', 'mizhwi+VTA+Cnj+Neg+Neu+0SgSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Neu+0SgSubj+2SgObj']"
waabamigosiwan,"['waabam+VTA+Cnj+Neg+Neu+0PlSubj+2SgObj', 'waabam+VTA+Cnj+Neg+Neu+0SgSubj+2SgObj']"
mawadisigoyan,"['mawadish+VTA+Cnj+Pos+Neu+0PlSubj+2SgObj', 'mawadish+VTA+Cnj+Pos+Neu+0SgSubj+2SgObj']"
miinigoyan,"['miizh+VTA+Cnj+Pos+Neu+0PlSubj+2SgObj', 'miizh+VTA+Cnj+Pos+Neu+0SgSubj+2SgObj']"
mikaagoyan,"['mikaw+VTA+Cnj+Pos+Neu+0PlSubj+2SgObj', 'mikaw+VTA+Cnj+Pos+Neu+0SgSubj+2SgObj']"
mizhogoyan,"['mizhwi+VTA+Cnj+Pos+Neu+0PlSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Neu+0PlSubj+2SgObj', 'mizhwi+VTA+Cnj+Pos+Neu+0SgSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Neu+0SgSubj+2SgObj']"
waabamigoyan,"['waabam+VTA+Cnj+Pos+Neu+0PlSubj+2SgObj', 'waabam+VTA+Cnj+Pos+Neu+0SgSubj+2SgObj']"
mawadisigosinig,"['mawadish+VTA+Cnj+Neg+Neu+0PlSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Neu+0SgSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Neu+0PlSubj+3SgObvObj', 'mawadish+VTA+Cnj+Neg+Neu+0SgSubj+3SgObvObj']"
miinigosinig,"['miizh+VTA+Cnj+Neg+Neu+0PlSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Neu+0SgSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Neu+0PlSubj+3SgObvObj', 'miizh+VTA+Cnj+Neg+Neu+0SgSubj+3SgObvObj']"
mikaagosinig,"['mikaw+VTA+Cnj+Neg+Neu+0PlSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Neu+0SgSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Neu+0PlSubj+3SgObvObj', 'mikaw+VTA+Cnj+Neg+Neu+0SgSubj+3SgObvObj']"
mizhogosinig,"['mizhwi+VTA+Cnj+Neg+Neu+0PlSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Neu+0PlSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Neu+0SgSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Neu+0SgSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Neu+0PlSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Neu+0PlSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Neg+Neu+0SgSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Neu+0SgSubj+3SgObvObj']"
waabamigosinig,"['waabam+VTA+Cnj+Neg+Neu+0PlSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Neu+0SgSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Neu+0PlSubj+3SgObvObj', 'waabam+VTA+Cnj+Neg+Neu+0SgSubj+3SgObvObj']"
mawadisigonid,"['mawadish+VTA+Cnj+Pos+Neu+0PlSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Neu+0SgSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Neu+0PlSubj+3PlObvObj', 'mawadish+VTA+Cnj+Pos+Neu+0SgSubj+3PlObvObj']"
miinigonid,"['miizh+VTA+Cnj+Pos+Neu+0PlSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Neu+0SgSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Neu+0PlSubj+3PlObvObj', 'miizh+VTA+Cnj+Pos+Neu+0SgSubj+3PlObvObj']"
mikaagonid,"['mikaw+VTA+Cnj+Pos+Neu+0PlSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Neu+0SgSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Neu+0PlSubj+3PlObvObj', 'mikaw+VTA+Cnj+Pos+Neu+0SgSubj+3PlObvObj']"
mizhogonid,"['mizhwi+VTA+Cnj+Pos+Neu+0PlSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Neu+0PlSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Neu+0SgSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Neu+0SgSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Neu+0PlSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Neu+0PlSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Pos+Neu+0SgSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Neu+0SgSubj+3PlObvObj']"
waabamigonid,"['waabam+VTA+Cnj+Pos+Neu+0PlSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Neu+0SgSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Neu+0PlSubj+3PlObvObj', 'waabam+VTA+Cnj+Pos+Neu+0SgSubj+3PlObvObj']"
mawadisigosigwaa,"['mawadish+VTA+Cnj+Neg+Neu+3PlObvSubj+3PlProxObj', 'mawadish+VTA+Cnj+Neg+Neu+3SgObvSubj+3PlProxObj', 'mawadish+VTA+Cnj+Neg+Neu+0PlSubj+3PlProxObj', 'mawadish+VTA+Cnj+Neg+Neu+0SgSubj+3PlProxObj']"
miinigosigwaa,"['miizh+VTA+Cnj+Neg+Neu+3PlObvSubj+3PlProxObj', 'miizh+VTA+Cnj+Neg+Neu+3SgObvSubj+3PlProxObj', 'miizh+VTA+Cnj+Neg+Neu+0PlSubj+3PlProxObj', 'miizh+VTA+Cnj+Neg+Neu+0SgSubj+3PlProxObj']"
mikaagosigwaa,"['mikaw+VTA+Cnj+Neg+Neu+3PlObvSubj+3PlProxObj', 'mikaw+VTA+Cnj+Neg+Neu+3SgObvSubj+3PlProxObj', 'mikaw+VTA+Cnj+Neg+Neu+0PlSubj+3PlProxObj', 'mikaw+VTA+Cnj+Neg+Neu+0SgSubj+3PlProxObj']"
mizhogosigwaa,"['mizhwi+VTA+Cnj+Neg+Neu+3PlObvSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Neu+3PlObvSubj+3PlProxObj', 'mizhwi+VTA+Cnj+Neg+Neu+3SgObvSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Neu+3SgObvSubj+3PlProxObj', 'mizhwi+VTA+Cnj+Neg+Neu+0PlSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Neu+0PlSubj+3PlProxObj', 'mizhwi+VTA+Cnj+Neg+Neu+0SgSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Neu+0SgSubj+3PlProxObj']"
waabamigosigwaa,"['waabam+VTA+Cnj+Neg+Neu+3PlObvSubj+3PlProxObj', 'waabam+VTA+Cnj+Neg+Neu+3SgObvSubj+3PlProxObj', 'waabam+VTA+Cnj+Neg+Neu+0PlSubj+3PlProxObj', 'waabam+VTA+Cnj+Neg+Neu+0SgSubj+3PlProxObj']"
mawadisigowaad,"['mawadish+VTA+Cnj+Pos+Neu+3PlObvSubj+3PlProxObj', 'mawadish+VTA+Cnj+Pos+Neu+3SgObvSubj+3PlProxObj', 'mawadish+VTA+Cnj+Pos+Neu+0PlSubj+3PlProxObj', 'mawadish+VTA+Cnj+Pos+Neu+0SgSubj+3PlProxObj']"
miinigowaad,"['miizh+VTA+Cnj+Pos+Neu+3PlObvSubj+3PlProxObj', 'miizh+VTA+Cnj+Pos+Neu+3SgObvSubj+3PlProxObj', 'miizh+VTA+Cnj+Pos+Neu+0PlSubj+3PlProxObj', 'miizh+VTA+Cnj+Pos+Neu+0SgSubj+3PlProxObj']"
mikaagowaad,"['mikaw+VTA+Cnj+Pos+Neu+3PlObvSubj+3PlProxObj', 'mikaw+VTA+Cnj+Pos+Neu+3SgObvSubj+3PlProxObj', 'mikaw+VTA+Cnj+Pos+Neu+0PlSubj+3PlProxObj', 'mikaw+VTA+Cnj+Pos+Neu+0SgSubj+3PlProxObj']"
mizhogowaad,"['mizhwi+VTA+Cnj+Pos+Neu+3PlObvSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Neu+3PlObvSubj+3PlProxObj', 'mizhwi+VTA+Cnj+Pos+Neu+3SgObvSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Neu+3SgObvSubj+3PlProxObj', 'mizhwi+VTA+Cnj+Pos+Neu+0PlSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Neu+0PlSubj+3PlProxObj', 'mizhwi+VTA+Cnj+Pos+Neu+0SgSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Neu+0SgSubj+3PlProxObj']"
waabamigowaad,"['waabam+VTA+Cnj+Pos+Neu+3PlObvSubj+3PlProxObj', 'waabam+VTA+Cnj+Pos+Neu+3SgObvSubj+3PlProxObj', 'waabam+VTA+Cnj+Pos+Neu+0PlSubj+3PlProxObj', 'waabam+VTA+Cnj+Pos+Neu+0SgSubj+3PlProxObj']"
mawadisigosig,"['mawadish+VTA+Cnj+Neg+Neu+3PlObvSubj+3SgProxObj', 'mawadish+VTA+Cnj+Neg+Neu+3SgObvSubj+3SgProxObj', 'mawadish+VTA+Cnj+Neg+Neu+0PlSubj+3SgProxObj', 'mawadish+VTA+Cnj+Neg+Neu+0SgSubj+3SgProxObj']"
miinigosig,"['miizh+VTA+Cnj+Neg+Neu+3PlObvSubj+3SgProxObj', 'miizh+VTA+Cnj+Neg+Neu+3SgObvSubj+3SgProxObj', 'miizh+VTA+Cnj+Neg+Neu+0PlSubj+3SgProxObj', 'miizh+VTA+Cnj+Neg+Neu+0SgSubj+3SgProxObj']"
mikaagosig,"['mikaw+VTA+Cnj+Neg+Neu+3PlObvSubj+3SgProxObj', 'mikaw+VTA+Cnj+Neg+Neu+3SgObvSubj+3SgProxObj', 'mikaw+VTA+Cnj+Neg+Neu+0PlSubj+3SgProxObj', 'mikaw+VTA+Cnj+Neg+Neu+0SgSubj+3SgProxObj']"
mizhogosig,"['mizhwi+VTA+Cnj+Neg+Neu+3PlObvSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Neu+3PlObvSubj+3SgProxObj', 'mizhwi+VTA+Cnj+Neg+Neu+3SgObvSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Neu+3SgObvSubj+3SgProxObj', 'mizhwi+VTA+Cnj+Neg+Neu+0PlSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Neu+0PlSubj+3SgProxObj', 'mizhwi+VTA+Cnj+Neg+Neu+0SgSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Neu+0SgSubj+3SgProxObj']"
waabamigosig,"['waabam+VTA+Cnj+Neg+Neu+3PlObvSubj+3SgProxObj', 'waabam+VTA+Cnj+Neg+Neu+3SgObvSubj+3SgProxObj', 'waabam+VTA+Cnj+Neg+Neu+0PlSubj+3SgProxObj', 'waabam+VTA+Cnj+Neg+Neu+0SgSubj+3SgProxObj']"
mawadisigod,"['mawadish+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj', 'mawadish+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj', 'mawadish+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj', 'mawadish+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj']"
miinigod,"['miizh+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj', 'miizh+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj', 'miizh+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj', 'miizh+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj']"
mikaagod,"['mikaw+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj', 'mikaw+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj', 'mikaw+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj', 'mikaw+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj']"
mizhogod,"['mizhwi+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj', 'mizhwi+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj', 'mizhwi+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj', 'mizhwi+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj']"
waabamigod,"['waabam+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj', 'waabam+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj', 'waabam+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj', 'waabam+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj']"
mawadisigosiwaang,"['mawadish+VTA+Cnj+Neg+Neu+0PlSubj+ExclObj', 'mawadish+VTA+Cnj+Neg+Neu+0SgSubj+ExclObj']"
miinigosiwaang,"['miizh+VTA+Cnj+Neg+Neu+0PlSubj+ExclObj', 'miizh+VTA+Cnj+Neg+Neu+0SgSubj+ExclObj']"
mikaagosiwaang,"['mikaw+VTA+Cnj+Neg+Neu+0PlSubj+ExclObj', 'mikaw+VTA+Cnj+Neg+Neu+0SgSubj+ExclObj']"
mizhogosiwaang,"['mizhwi+VTA+Cnj+Neg+Neu+0PlSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Neu+0PlSubj+ExclObj', 'mizhwi+VTA+Cnj+Neg+Neu+0SgSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Neu+0SgSubj+ExclObj']"
waabamigosiwaang,"['waabam+VTA+Cnj+Neg+Neu+0PlSubj+ExclObj', 'waabam+VTA+Cnj+Neg+Neu+0SgSubj+ExclObj']"
mawadisigoyaang,"['mawadish+VTA+Cnj+Pos+Neu+0PlSubj+ExclObj', 'mawadish+VTA+Cnj+Pos+Neu+0SgSubj+ExclObj']"
miinigoyaang,"['miizh+VTA+Cnj+Pos+Neu+0PlSubj+ExclObj', 'miizh+VTA+Cnj+Pos+Neu+0SgSubj+ExclObj']"
mikaagoyaang,"['mikaw+VTA+Cnj+Pos+Neu+0PlSubj+ExclObj', 'mikaw+VTA+Cnj+Pos+Neu+0SgSubj+ExclObj']"
mizhogoyaang,"['mizhwi+VTA+Cnj+Pos+Neu+0PlSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Neu+0PlSubj+ExclObj', 'mizhwi+VTA+Cnj+Pos+Neu+0SgSubj+ExclObj', 'mizho+VTA+Cnj+Pos+Neu+0SgSubj+ExclObj']"
waabamigoyaang,"['waabam+VTA+Cnj+Pos+Neu+0PlSubj+ExclObj', 'waabam+VTA+Cnj+Pos+Neu+0SgSubj+ExclObj']"
mawadisigosiwang,"['mawadish+VTA+Cnj+Neg+Neu+0PlSubj+InclObj', 'mawadish+VTA+Cnj+Neg+Neu+0SgSubj+InclObj']"
miinigosiwang,"['miizh+VTA+Cnj+Neg+Neu+0PlSubj+InclObj', 'miizh+VTA+Cnj+Neg+Neu+0SgSubj+InclObj']"
mikaagosiwang,"['mikaw+VTA+Cnj+Neg+Neu+0PlSubj+InclObj', 'mikaw+VTA+Cnj+Neg+Neu+0SgSubj+InclObj']"
mizhogosiwang,"['mizhwi+VTA+Cnj+Neg+Neu+0PlSubj+InclObj', 'mizho+VTA+Cnj+Neg+Neu+0PlSubj+InclObj', 'mizhwi+VTA+Cnj+Neg+Neu+0SgSubj+InclObj', 'mizho+VTA+Cnj+Neg+Neu+0SgSubj+InclObj']"
waabamigosiwang,"['waabam+VTA+Cnj+Neg+Neu+0PlSubj+InclObj', 'waabam+VTA+Cnj+Neg+Neu+0SgSubj+InclObj']"
mawadisigoyang,"['mawadish+VTA+Cnj+Pos+Neu+0PlSubj+InclObj', 'mawadish+VTA+Cnj+Pos+Neu+0SgSubj+InclObj']"
miinigoyang,"['miizh+VTA+Cnj+Pos+Neu+0PlSubj+InclObj', 'miizh+VTA+Cnj+Pos+Neu+0SgSubj+InclObj']"
mikaagoyang,"['mikaw+VTA+Cnj+Pos+Neu+0PlSubj+InclObj', 'mikaw+VTA+Cnj+Pos+Neu+0SgSubj+InclObj']"
mizhogoyang,"['mizhwi+VTA+Cnj+Pos+Neu+0PlSubj+InclObj', 'mizho+VTA+Cnj+Pos+Neu+0PlSubj+InclObj', 'mizhwi+VTA+Cnj+Pos+Neu+0SgSubj+InclObj', 'mizho+VTA+Cnj+Pos+Neu+0SgSubj+InclObj']"
waabamigoyang,"['waabam+VTA+Cnj+Pos+Neu+0PlSubj+InclObj', 'waabam+VTA+Cnj+Pos+Neu+0SgSubj+InclObj']"
mizhosinonagog,"['mizhwi+VTA+Cnj+Neg+Neu+1SgSubj+2PlObj', 'mizho+VTA+Cnj+Neg+Neu+1SgSubj+2PlObj']"
mizhonagog,"['mizhwi+VTA+Cnj+Pos+Neu+1SgSubj+2PlObj', 'mizho+VTA+Cnj+Pos+Neu+1SgSubj+2PlObj']"
mizhosinowaan,"['mizhwi+VTA+Cnj+Neg+Neu+1SgSubj+2SgObj', 'mizho+VTA+Cnj+Neg+Neu+1SgSubj+2SgObj']"
mizhonaan,"['mizhwi+VTA+Cnj+Pos+Neu+1SgSubj+2SgObj', 'mizho+VTA+Cnj+Pos+Neu+1SgSubj+2SgObj']"
mawadisimaasiwag,"['mawadish+VTA+Cnj+Neg+Neu+1SgSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Neu+1SgSubj+3SgObvObj']"
miinimaasiwag,"['miizh+VTA+Cnj+Neg+Neu+1SgSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Neu+1SgSubj+3SgObvObj']"
mikawimaasiwag,"['mikaw+VTA+Cnj+Neg+Neu+1SgSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Neu+1SgSubj+3SgObvObj']"
mizhomaasiwag,"['mizhwi+VTA+Cnj+Neg+Neu+1SgSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Neu+1SgSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Neu+1SgSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Neu+1SgSubj+3SgObvObj']"
waabamimaasiwag,"['waabam+VTA+Cnj+Neg+Neu+1SgSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Neu+1SgSubj+3SgObvObj']"
mawadisimag,"['mawadish+VTA+Cnj+Pos+Neu+1SgSubj+3SgObvObj', 'mawadish+VTA+Cnj+Pos+Neu+1SgSubj+3PlObvObj']"
miinimag,"['miizh+VTA+Cnj+Pos+Neu+1SgSubj+3SgObvObj', 'miizh+VTA+Cnj+Pos+Neu+1SgSubj+3PlObvObj']"
mikawimag,"['mikaw+VTA+Cnj+Pos+Neu+1SgSubj+3SgObvObj', 'mikaw+VTA+Cnj+Pos+Neu+1SgSubj+3PlObvObj']"
mizhomag,"['mizhwi+VTA+Cnj+Pos+Neu+1SgSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Neu+1SgSubj+3SgObvObj', 'mizhwi+VTA+Cnj+Pos+Neu+1SgSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Neu+1SgSubj+3PlObvObj']"
waabamimag,"['waabam+VTA+Cnj+Pos+Neu+1SgSubj+3SgObvObj', 'waabam+VTA+Cnj+Pos+Neu+1SgSubj+3PlObvObj']"
mizhwaasiwagwaa,"['mizhwi+VTA+Cnj+Neg+Neu+1SgSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Neu+1SgSubj+3PlProxObj']"
mizhwagwaa,"['mizhwi+VTA+Cnj+Pos+Neu+1SgSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Neu+1SgSubj+3PlProxObj']"
mizhwaasiwag,"['mizhwi+VTA+Cnj+Neg+Neu+1SgSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Neu+1SgSubj+3SgProxObj']"
mizhwag,"['mizhwi+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj']"
mikawisiweg,"['mikaw+VTA+Cnj+Neg+Neu+2PlSubj+1SgObj', 'mikawi+VAI+Cnj+Neg+Neu+2PlSubj']"
mizhosiweg,"['mizhwi+VTA+Cnj+Neg+Neu+2PlSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Neu+2PlSubj+1SgObj']"
mikawiyeg,"['mikawi+VAI+Cnj+Pos+Neu+2PlSubj', 'mikaw+VTA+Cnj+Pos+Neu+2PlSubj+1SgObj']"
mizhoyeg,"['mizhwi+VTA+Cnj+Pos+Neu+2PlSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Neu+2PlSubj+1SgObj']"
mawadisimaasiweg,"['mawadish+VTA+Cnj+Neg+Neu+2PlSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Neu+2PlSubj+3SgObvObj']"
